job_id,title
2792615,Охранник группы быстрого реагирования
4469983,"Продавець-консультант техніки (ТРЦ ""Космополіт"")"
4643660,Фахівець відділу клієнтської підтримки
1810165,Адміністратор салону краси
4631184,"Фармацевт, провізор"
4311709,Мерчандайзер
4643659,Ретушер
4583155,"Ресепшионист, хостесс"
4583066,Охранник в слот-зал
3943253,Операційний директор
4524691,Бізнес-менеджер
4643658,"Помощник блогера, администратор социальных сетей"
4583091,Бармен в слот-зал
4267856,"Санитарка-прибиральниця м. Наукова, Індустріальна, Палац спорту"
4643657,Директор департамента маркетинга
4505737,Завідуюча аптекою
4608340,Менеджер по роботі з клієнтами
4553318,"Продавець-консультант (ТРЦ ""Подоляни"")"
4600212,Специалист по качеству
4643185,Газовщик
4536655,Вантажник
3352519,Інженер-конструктор
4542019,Менеджер з телефонних продажів
3324519,"Мерчендайзер, продавец-консультант"
2512805,Механик по ремонту с/х техники
4608543,Менеджер з агробізнесу
4404412,Касир
4522366,Стоматолог
3342417,Грузчик-упаковщик
4643656,Прибиральниця
4619235,"Senior DevOps Engineer (Data, DB)"
3698352,Менеджер по продажам коммерческой техники
4464390,Газорезчик
4495573,"Переводчик английского языка, оператор онлайн-чата в брачное агентство"
4542282,Региональный менеджер (животноводство)
4608419,Ведущий менеджер по тендерам
4608603,"Пескоструйщик, дробеструйщик"
4620543,International Manager
4075765,"Продавець-консультант, представник постачальника"
4447201,Інженер-технолог
4424343,"Тракторист, механизатор"
4541867,Обвалювальник м'яса (ВКСелект)
4643655,Готувач піци (ВКСелект)
4455414,"Асистент категорійного менеджера, спеціаліст"
3487112,Менеджер по продажам в интернет-магазин (теплая база)
4577336,Стиліст-консультант
3646610,Водій на пікап
3823893,Начальник поштового відділення
4609339,Customer Support Engineer
4631974,"Project manager, Scrum master"
3895351,"Ветеринарний фельдшер, ветеринар (свинарство) у Буськ"
4033784,"Водій кат. В, С, D, Е"
4297994,Медичний представник
4619076,Фахівець з розвитку пунктів продажу та сервісу
4211279,Швея-портная (ст. м. Вокзальная)
4643653,Администратор клиники
3725095,Менеджер по продажам теплотехнического оборудования
4354764,"Переводчик немецкого языка, Customer Service Representative"
4630812,Начальник производственного участка
2873924,Електромонтер
3584619,"Водій з власним авто (до 2 т, рефрижератор)"
4358628,Переводчик в брачное агентство
4608449,Менеджер з логістики зі знанням польської мови
4631629,Водій зі своїм автомобілем
4643647,Приемщик товара
4643651,Менеджер з закупівель
3786076,"Оператор call-центра, менеджер по работе с клиентами"
3995110,Специалист технической поддержки
4527196,Программист Perl
4608576,Покоївка у готель
4510845,Офис-менеджер
4601813,Експерт по роботі з корпоративними абонентами
4607796,"Водитель категории С, Е"
4608226,"Керуюча, завідуюча магазином медтехніки та ортопедії"
4609162,Завідувач господарства
4619963,Мерчендайзер з авто
4580828,Специалист по внесению данных в CRM
4631484,Регіональний керівник
4643650,Администратор-менеджер
3887822,"Біолог, лікар-лаборант"
4622228,Бухгалтер по первичной документации
1734860,Менеджер по продажам (типография)
4073595,"Охоронник (Новосілки, Києво-Святошинський р-н)"
4504370,Менеджер по продажам
4599149,Электромонтажник
3245594,"Монтажник, техник (техническое обслуживание охранно-пожарной сигнализации)"
3598216,"Керівник відділу, адміністратор (ТЦ Dream Town 2, ст. м. Оболонь)"
4569654,Офис-менеджер
2833774,Менеджер по логистике
3497853,Мастер столярного участка
4386695,Продавець-консультант
4643648,Помощник бухгалтера по первичной документации
2606140,Продавец-консультант мебели
4593955,Автослюсар (смт Васищеве)
4203599,Медична сестра
3951719,Викладач IT-технологій
4007942,Медична сестра
4643646,Охоронник (зі службовою собакою)
4162568,Медична сестра
4173746,Кладовщик
4203620,Медична сестра
4643645,Машиніст екскаватора 5 розряду
4643644,Завідувач відділення спеціалістів вузького профілю в ЗОЗ
4536397,Медсестра
4643643,Провідний бухгалтер
4632159,Региональный менеджер по персоналу
4643642,Логопед
4643641,Сварщик
4643640,Слюсар з ремонту обладнання
4211456,Спеціаліст з обслуговування фізичних осіб (Епіцентр)
4615394,Приемщик-грузчик
3643861,Мастер массажа
4036822,Менеджер із закупівель (English)
2958115,Автомаляр
3205261,Сортувальник
4149726,Ведущий системный администратор
4257223,Старший продавець
4354638,"Переводчик немецкого языка, Customer Service Representative"
4411847,Приймальник поштового відділення
4200831,Менеджер по кредитованию
4619818,Senior People Partner (Customer support)
2541470,"Бухгалтер, помощник бухгалтера, руководителя"
2871855,"Автомеханик, автослесарь"
4584806,"Радиомеханик-радиомонтажник, сборщик РЭА"
3571472,Электрик
3703378,Бухгалтер-операціоніст
4600924,"Менеджер по продажам, работе с клиентами для обслуживания входящих телефонных звонков, консультант, специалист-оператор Call-центра (отдел службы поддержки, туризм)"
4609404,"Business Analyst, Market Researcher"
3505002,Помощник юриста
4265844,"Рекрутер, HR-менеджер"
4600176,"Продавець-консультант (ТРЦ ""Рівер Молл"")"
4607736,Головний економіст
4620621,Инженер-монтажник радиоэлектронной аппаратуры
4643639,Электромонтажник
3989381,"Бухгалтер, офіс-менеджер"
4258991,Прибиральниця на АЗК
4496112,Менеджер з обслуговування клієнтів малого та середнього бізнесу
4557023,Менеджер із залучення клієнтів (юридичних осіб)
4643636,Прессовщик на склад одежды
4267630,Водій
3660549,Кондитер (нічна зміна)
4407223,Автослесарь в Днепр
4600750,"Курьер (авто, мото)"
4607856,"Заступник керуючого магазином (ТЦ ""Європа"")"
4631540,Технолог пищевого производства
4168597,Преподаватель программирования
4312732,Спеціаліст з продажу банківських продуктів
4172860,Менеджер із залучення клієнтів (юридичних осіб)
4528071,"Инженер-технолог (ОТК, контроль качества производства, листовой металл)"
4322777,Спеціаліст з обслуговування фізичних осіб
4643635,Unity developer
4484324,Фахівець з продажу малого та середнього бізнесу
4643634,Кухар-універсал на Буковель
3610432,Фахівець з супроводження зарплатно-карткових проектів
4543962,Кухар (ВКСелект)
3907129,Грузчик
3915360,Торговий представник з власним авто
4599543,Продавець
4599605,Менеджер з продажу (В2В)
4622712,Торговий представник
4630783,Фахівець з продажу
2613464,Системный администратор
4062500,Бренд-менеджер
4550925,Швея
4607711,Фармацевт
4631104,Пекар піци (Пуща-Водиця)
4359344,"Розробник (PHP Laravel, Yii2)"
3777276,Менеджер з продажу рекламних площин
3145843,Спеціаліст з розвитку
4464508,Оператор-приймальник поштового відділення (мобільна група)
4600187,Вантажник (Торгмаш)
4608955,"Провізор, фармацевт (Троєщина)"
3408528,Продавець-консультант оптики
3904831,Финансовый специалист (маркетинговые операции)
4558602,Backend engineer
4630780,Junior PHP developer (Full Stack)
4600676,Кухар піци
4380470,Специалист технической поддержки
4231779,Сборщик мебели
4066363,Менеджер по продажам
2165443,"Продавець заприлавочної зони гіпермаркету ""Велмарт"""
1480046,Электромеханик по лифтам
1875528,Мастер участка
4197468,Митний брокер
4522470,Приймальник
4530665,Товарознавець (с. Чайки)
4345334,Специалист по стандартизации и сертификации (экспортные рынки)
4507621,Оператор котельні
4512888,Супервайзер
4554951,Инженер-механик по ремонту компрессорного оборудования
4600283,Продавець-консультант
4393152,"Готувач піци гіпермаркету ""Велмарт"""
4245457,Парикмахер
4643631,Помічник адвоката
4170960,Заступник керівника магазину
4290351,Кладовщик (Новопечерские Липки)
1938253,Реабилитолог-инструктор ЛФК
4456999,Репетитор з математики (онлайн)
4643629,Сканувальник
4592792,Укладальник бруківки
4643628,Штампувальник
4334009,Помічник бухгалтера
4629872,Руководитель отдела продаж
4643212,Администратор магазина
4197588,Упаковщик товаров в интернет-магазин (ст. м. Почайная)
4356963,Вантажник
4548081,"Керівник відділу ""Проєктний офіс"""
4632029,Администратор в спорт-клуб
2499579,Продавець продовольчих товарів
4620028,Тракторист
4177686,Менеджер по роботі з клієнтами
4208104,Инженер-проектировщик
4622265,Продавець-консультант Roy Robson (ТРЦ Riviera)
3234302,Менеджер по продажам (инженерные системы)
4618381,Сушист
2985365,Менеджер ВЭД отдела корпоративных клиентов
4270840,Водій кат. СЕ на зерновоз
4406188,Менеджер із зовнішньоекономічної діяльності (фармацевтика)
4579134,Менеджер-логист по организации международных автомобильных перевозок
2638446,"Водитель-международник, дальнобойщик в Днепр"
4333985,Вантажник у Святопетрівське
4595717,Обліковець
2198237,"Керуючий, заступник керуючого магазином"
4643627,Звукорежиссер в караоке
4643626,Менеджер по продажам онлайн-рекламы
4643624,Охоронець
3535999,Кладовщик
4058156,Фармацевт (нічна зміна)
4422955,Комплектовщик
3811344,Агроном
4643622,Інженер виробничо-технічного відділу
4516449,"Заступник керівника АЗК, товарознавець"
4643621,Ведущий бухгалтер
4643620,HR-менеджер
4409955,Кухар
3962775,Інженер з кошторисної роботи
4643619,"Региональный менеджер, супервайзер, руководитель филиала"
4643618,Помічник на кухню
4643616,Junior Marketing Manager (Instytutum)
4643617,Охоронець
4255213,Вантажник
4606759,Торговий маркетолог (трейд)
3686210,"Переводчик шведского языка, Customer Service Representative"
4544026,Вантажник (депо)
4608823,Сортувальник
4643615,Бухгалтер-экономист
4643613,"Фахівець відділу обробки замовлень, оператор (зі знанням іноземних мов)"
4210660,"Столяр-станочник, оператор деревообрабатывающих станков с ЧПУ"
4407843,Майстер будівельної ділянки
955473,Налагоджувальник КВП і А
4393151,Інженер з технологічного обладнання магазинів
4631625,Адміністратор офісу
4643612,Graphic designer
4077301,Электрик на производство (ремонт и обслуживание станков)
4643611,Різноробочий
4074207,Енергетик
4643610,Бухгалтер
4643609,Інженер-проектувальник залізобетонних конструкцій
1212363,Оператор call-центра
4015202,Помощник руководителя
4093525,"Снабженец, экономист МТС, менеджер по закупкам (КИПиА)"
2543164,"Sales manager, перекладач French, English"
4264641,"Оператор call-центра, менеджер театральных касс"
4607610,Кредитний експерт
4382839,Категорийный менеджер (ВЭД)
4643608,Менеджер по роботі з клієнтами
3250142,Завідуючий складом
3313744,В'язальник трикотажних виробів
4450397,Територіальний менеджер з продажу (HoReCa)
4497832,Внутренний аудитор
4308059,Автомойщик
4620523,QA Engineer for health-care platform
4631941,Кухар
4643607,"Медична сестра, оптометрист (з навчанням)"
2231554,Продавець
4440790,Адміністратор салону краси
4586617,Кухонний працівник
3314187,Водитель-экспедитор на авто компании категории В
4295902,Инженер по ремонту (инверторы)
4431919,Вантажник (студент)
4501921,Водій
4599694,Домработница (Новопечерские Липки)
4073582,Медсестра отделения анестезиологии
1860810,Флорист
3959924,Водитель-курьер со своим авто
4318814,Продавець
4346150,Рабочий на производство в Киев
3498053,"Оператор ПК, прибуткових накладних, бухгалтер"
4604024,Кухар на чебуречний процес
4156267,Продавец-консультант
4450023,Грузчик
3761364,Администратор торгового зала
4010492,IOS developer
4022869,Коммерческий директор
4545651,Керівник відділу продажу (медичне обладнання)
4585707,Категорійний менеджер (fast food)
4599166,Пекар
4608529,Менеджер з агробізнесу
4618886,Менеджер проектов (взаимодействие с системой образования)
4619249,Secretary
3675588,Фахівець з Data Entry
4243034,Менеджер з продажу
4618922,Охранник на хлебзавод в Ивано-Франковск
4630916,Автослесарь-ходовик
4588586,Начальник транспортного участка
4643606,"Заступник керуючого магазином House (ТРЦ ""Аврора"")"
4360843,"Сотрудник на склад, комплектовщик заказов"
4643605,Ассистент начальника отдела продаж
4643603,Водій кат. Е у Переяслав
3225000,Офіціант (ст. м. Мінська)
4560055,Инженер-конструктор (производство)
4609185,Водій-кур'єр з власним авто
4609196,Заступник керуючого магазином (ст. м. Берестейська)
4619014,Менеджер по продажам цветного металлопроката
3599364,Старший бухгалтер
4421074,Продавец-консультант
4505784,"Telegram-маркетолог, таргетолог"
4608415,Логист по работе с торговыми сетями
4608614,Бухгалтер
4619317,Старший продавець магазину ІТ-товарів (Троєщина)
4631419,"Торговый представитель (Nivea, Reckitt Benckiser, Johnson, Биокон)"
4632032,IT-рекрутер в Днепр
4396991,Node JS Backend Engineer
4643601,Инженер систем видеонаблюдения
4643600,Онлайн-консультант в Instagram-магазин
3044153,Парикмахер
4643599,Account-менеджер
4483876,Кур'єр з власним авто
3378641,"Junior Back-end, Web-разработчик"
4599782,"Технічний експерт (ТРЦ ""Піраміда"")"
1533825,Преподаватель польского языка
4643598,Affiliate manager
4618419,Заведующий аптекой (ст. м. Левобережная)
3262576,Начальник пересувного відділення
4399772,Продавець-консультант
3773966,Сортувальник
4576347,Майстер з ремонту принтерів
4023757,Фахівець з комерційних розрахунків
4577668,Менеджер по обучению и развитию персонала
4341593,Приймальник сервісного центру
4359498,Администратор кинотеатра
4631421,Монтажник радиоэлектронной аппаратуры и приборов
4618719,Технолог-кормленец в Змиев
3111845,Слесарь (ремонт сельхозтехники)
3136439,Продавец-консультант в бутик женского белья (ТРК Apollo)
4193188,Civil Engineer
4534276,"Охранник (вахта, жилой комплекс)"
4537540,"Інтернет-, Digital-маркетолог"
4572021,"Продавець-касир, оператор АЗК"
4600721,Кур'єр на власному авто
4620455,Електромеханік на ТЕС
4599999,Керівник контакт-центру
3422938,Менеджер по туризму
4074891,Комірник
4643597,Инженер технического надзора
4643596,Кассир-официант
2918907,Ассистент стоматолога
4643594,SMM-менеджер
3798389,Комірник (ТРЦ Victoria Gardens)
4214560,Помощник оператора на станки ЧПУ
4522792,Бухгалтер по первичной документации
4530861,"Касир (ТРЦ ""Космополіт"")"
4028363,Головний енергетик у Дунаївці
4643593,Контент менеджер в інтернет-магазин
3853576,Агроном
4643592,Уборщица
4643591,"Виконавець робіт, начальник дільниці"
4572256,Директор філії в дистрибуційну компанію
4165413,Повар
2606862,Бариста
4488676,Швея
4599287,Lead Generation Specialist
4561602,Торговый представитель с авто
4643590,Технічний директор
4578965,Менеджер з супроводу договорів
2849295,Торговый представитель с авто
4012811,Менеджер по работе с дистрибьюторами (светодиодное освещение LED)
4356967,Регіональний менеджер (область)
4377792,Водій-експедитор
4272531,Торговий представник з авто
4572399,Кладовщик
4355900,Різноробочий
4526146,Воспитатель
3467819,"Помічник керівника, аналітик в інтернет-магазин"
4511963,Руководитель отдела продаж
3864982,Digital Marketing Manager
4269124,"Пекар-тістоміс (ТЦ ""Маршал"")"
4608243,Линкбилдер
4618981,"Менеджер по продажам оборудования (В2В, АПК)"
4620079,Водитель погрузчика (штабелер)
3523847,Автомийник
4522273,Керівник відділу з продажів автомобілів
4601004,"PPC Specialist (Google Ads, Facebook, Bing)"
4643588,Стоматолог
4594797,"Машинист экструдера, экструдерист"
4643586,Специалист в отдел службы безопасности дистрибьюторской компании
4643585,"Продавець-касир (springfield, ТЦ ""Гулівер"")"
3517711,Сварщик на лазерную сварку и полуавтомат
4500789,"Инженер по системам отопления, вентиляции и кондиционирования в Днепр"
4619364,Senior DevOps Engineer (Networking)
4630902,Бухгалтер по заробітній платі
3799738,"Чат-менеджер, персональный ассистент"
4291894,"Оператор-касир (пр. Космонавтів, Юність)"
4543718,"Работник склада, комплектовщик,  грузчик"
3008481,Сборщик пластмассовых изделий
2935587,"Руководитель направления, начальник цеха металлоконструкций"
2966816,"Товаровед-оператор, учетчик"
3841832,Водій кат. E
3413947,"Продавець-консультант в ювелірний магазин Pandora (ТРЦ ""Космополіт"")"
4493119,Адміністратор магазину
3850323,"Касир торговельного залу супермаркету ""Велика Кишеня"""
4466713,Касир (студент)
4600538,Территориальный супервайзер
4620599,Водій машини невідкладної допомоги
4438890,Помічник комірника
4496393,Водій (Теремки)
4600991,Райтер стрічки новин
4068180,Оператор call-центра
4600874,Head of SMM
4609140,Электромонтер
4643584,Менеджер по продажам
4411044,Технічний фахівець із налаштування техніки
1290903,Торговельний представник
1750998,Швея (пошив и ремонт одежды)
3933130,Руководитель группы кредитных консультантов
4301965,"Касир (студент, ст. м. Позняки)"
4572387,Адміністративний директор
4608647,Охоронець
3933870,"Технический редактор, корректор"
4432929,Менеджер відділу збуту
4643583,Account manager
4643582,"Инженер-проектировщик (ведущий, расчет несущей способности)"
4037358,Front-end developer
3775838,Support Monitoring Manager
4413837,Приймальник відділення (смт Стоянка)
4513435,Організатор діловодства
4599755,Регіональний представник
4599790,Lead Accountant
4620234,Менеджер по роботі з клієнтами преміум-сегменту
3494404,Сервисный инженер-электронщик станков с ЧПУ
3829331,"Магазинер, сменный зам. начальника грузового склада"
4253245,Менеджер по продаже запчастей к с/х техники
4620062,Фахівець з сервісної підтримки (Service Desk)
4643580,Продавець техніки (Оболонський р-н)
4643579,IT Recruiter (Junior/Ex-Sales)
3897012,Мерчендайзер
3053230,Експерт з обслуговування клієнтів
4618920,Продавець-консультант
4619380,Массажист
4560684,"Менеджер по работе с национальными сетями (FMCG, Сильпо, Ашан, Метро)"
4641748,Товаровед
4162467,Менеджер по продажам
2241637,Дизайнер мебели на заказ
4643578,Продавець техніки (Святошинський р-н)
4597211,Бухгалтер по первичной документации
4630522,Продавець-консультант (ТРК City Mall)
4217054,Грузчик (Академгородок)
4524719,"Администратор-консультант, оператор в рекламный отдел косметологии"
4608912,Сервісний інженер кавового обладнання
4619716,Руководитель отдела продаж коттеджного городка
4488692,HR-директор
4508568,Начальник відділення
4565019,"Заправщик, оператор-кассир на АЗС (Одесса, Усатое)"
4608157,Редактор сайта dengi.ua
4619047,Менеджер АХО
4448252,"Менеджер по продажам минеральных удобрений, СЗР"
4620383,Секретар на ресепшн
4643576,Начальник центру поштового зв'язку
4486978,Прибиральниця
4643575,Сушист
4643574,Менеджер ВЭД (импорт)
4021191,Оператор 1С в отдел закупок
4070525,Мерчандайзер по работе с торговыми сетями (левый берег)
4619719,Graphic Assistant
4643573,Менеджер по продажам (В2В)
4360642,Автомеханик
1466515,Менеджер отдела обработки заказов
3002868,Слесарь-ремонтник
4631932,Продавець-консультант (ст. м. Майдан Незалежності)
3495932,Бармен на Буковель
4539410,Продавець-касир (Троєщина)
4643572,Продавець-консультант
4643569,"Бухгалтер по первичной документации (ст. м. Дарница, Воскресенка)"
3228228,Техник общестроительных работ
4643571,Продавець техніки (Дніпровський р-н)
3337492,Водитель кат. СЕ в Вишневое
4613682,Менеджер по работе с клиентами
4608394,Грузчик на производство (Пос. Котовского)
4543397,Менеджер по продажам со знанием польского языка
2738565,Sales manager assistant (customer service)
4356579,Системний аналітик
4607934,"Вантажник (ТРЦ ""Республіка"", ст. м. Теремки)"
4631887,Монтажник опалення
4615790,Секретарь офиса
3518702,Middle UX/UI Designer
419842,"Менеджер по продажам, по работе с клиентами"
4588899,Офис-менеджер
4505182,SEO-спеціаліст
4528615,Продавець-консультант у магазин мобільної техніки Kyivstar
4185911,Мерчендайзер
4502088,Інспектор прикордонної служби
4608818,"Водій категорії В, С, С1"
4618676,"Виробник м'ясних напівфабрикатів у гіпермаркет ""Велмарт"" (ст. м. Голосіївська)"
4632165,Head of Product Management
4643568,Юрисконсульт
3440913,"Инженер по ремонту, обслуживанию автоматики и частотных преобразователей"
3734935,Sales Manager (IT)
4643566,Senior Talent Acquisition Specialist
4643565,Аналітик консолідованої інформації
4643564,Бариста
4643562,Лікар ультразвукової діагностики
4643561,Руководитель IT-проекта
3909652,Швачка
4319282,Уборщица
4355916,Заступник фінансового директора (керуюча компанія)
4571349,"Full stack Developer (Laravel, Vue.js)"
4572394,Адміністративний директор
4600479,"Портной, швея"
4630296,Бухгалтер
4258253,Продавець-консультант (ст. м. Університет)
4608612,Головний менеджер з агробізнесу
4643558,Менеджер по продажам и коммуникациям в интернет-магазин
4330987,Администратор ресторана
4385482,Керівник відділу закупівель
4643552,Бухгалтер
2658315,Масажистка
3556083,Грузчик-комплектовщик
4232486,Помощник руководителя
2182730,Касир торгівельного залу
2246670,Вчитель англійської мови в міжнародну школу
3875044,"Менеджер, руководитель строительных проектов (фасады)"
4606848,Бухгалтер
4643556,Логист (Amazon)
4566787,Юрист
2521361,"Провізор, фармацевт"
2940913,Электромонтер
4236844,Регіональний менеджер
4574516,"Менеджер логист, экспедитор (авто, море, ВЭД)"
4631078,Керівник відділу прямого продажу (call-centr)
4588289,Майстер з повірки лічильників
4592810,Менеджер по развитию региональной сети
4600132,Водій навантажувача
4643555,"Провідний бухгалтер, заступника головного бухгалтера"
4481823,Вчитель початкових класів
4643554,Фахівець з приймання та обробки вантажу
4643553,Різноробочий на склад
4598013,Ассистент режиссера
4180386,Прибиральниця
4413744,"Пекар піци (Ак. Кіпріанова, Борщагівка)"
4608735,"Оператор станка, фасовщица"
4619843,Паркувальник
3067430,Оператор поштового відділення
4199305,Продавець-консультант
4598923,Менеджер по работе с клиентами
4619529,Директор по продажам (гибкая упаковка)
2587500,"Программист (стажер, Junior, Net, JavaScript, Full Stack)"
4643545,Територіальний менеджер
4643534,Продавец-консультант в музыкальный магазин
4643551,Водитель такси
4643550,Бармен
4542707,Фахівець з обслуговування клієнтів
2993421,Закройщик
4297358,Офіціант шведської лінії на Буковель
4608187,Оператор з продажів по телефону
3213942,Газорезчик
4038898,Продавець-консультант
4643549,Продавець
4323140,"Інженер-механік (будівельна, землерийна та сільськогосподарська техніка)"
4592022,Вчитель англійської мови
2108274,"Водитель кат. B, C, С1"
3326367,Сборщик деревянных и металлических конструкций
3742715,Фрезеровщик ЧПУ
4619975,Продавец-консультант
3799511,Продавець гастрономічного відділу
4643548,Фахівець з приймання та обліку товарів
3186689,Електрик
2419716,Пекар
4540486,"Сотрудник на склад, менеджер по продажам автошин (б/у)"
4643547,Адвокат
4643546,Слесарь-сборщик металлоконструкций
3671922,QA Automation Engineer (Python)
4599643,Продавець-касир
4422167,"Провізор, фармацевт"
4501647,"Customer service, support manager"
4581308,Продавець в магазин
4619497,Офіс-менеджер
4629006,"Мастер, прораб"
4631973,Account Manager (AIR Brands)
4245942,Специалист по взысканию проблемной задолженности на средней стадии просрочки
4620346,Пекар
4194776,"Фахівець з приймання та обліку товарів, приймальник"
4072565,"Хозяюшка, горничная, уборщица (центр)"
3648373,Продавець-консультант в онлайн-магазин Samsung (нічна зміна)
4085570,Інспектор відділу кадрів
4631858,Google Ads Media buyer
4608803,"Продавець-консультант, адміністратор"
4643544,"Листоноша по супроводженню пошти, інкасатор"
4643543,Верстальщик (html/css coder)
4643542,Junior/Junior Strong QA Engineer
3794720,Сортувальник поштових відправлень
2192030,Программист 1C
3419529,Спеціаліст з розвитку
4546192,Менеджер з оптового продажу
4619453,Лаборант
2182969,Водитель с авто
3877129,Технолог
4595072,Бухгалтер
4643541,Помощник руководителя
2668421,Офис-менеджер
4234400,"Старший продавець (ТМ Cropp, ТРЦ ""Аврора"")"
2928191,Автомойщик
4609754,"Електромонтер, енергетик"
4567651,Сомельє
1902962,Директор філії
2779017,"Сборщик, помощник логиста (Троещина)"
3670048,"Вантажник гіпермаркету ""Велмарт"" (ТРЦ ""Україна"")"
4358635,Переводчик в брачное агентство
4608856,Помощник менеджера по продажам
4615150,Оператор поштового відділення
4165454,Педагог раннього розвитку
4493409,Менеджер по контекстной рекламе
4596665,Керуючий філією
4643540,Бухгалтер (Сихів)
4592014,Вчитель англійської мови
4303879,Бренд-менеджер (АМСЗ)
4082131,Продавець у відділ пекарні (на вихідні)
4513457,Менеджер АЗК
3660785,Официант в школьную столовую
4380912,Payment manager (Financial)
4619530,"Монтажник (СПОК, НВФ)"
4516724,Менеджер з продажу
3723885,Консультант державної нотаріальної контори
4643539,Media buyer
4472213,Фінансовий менеджер
4643538,Столяр
4643536,HR Generalist (управление бизнес-процессами)
4643535,Механік по спецтехніці
4383043,"Візуальний мерчендайзер (Cropp, ТРЦ ""Аврора"")"
4623591,Оператор отдела активных продаж (со знанием польского)
4564975,Листоноша пересувного поштового відділення
4619755,"Завхоз, технік"
1945801,Автомойщик
2421015,Начальник производства
3816306,Сборщик мебели
4608816,Вантажник
4631348,Оператор на мебельное производство
4530968,Визуальный мерчандайзер (Мануфактура)
4599480,Медичний представник
4643533,PHP Developer
3856280,Dispatcher (English)
4643532,Менеджер з управління товарним запасом
4643531,Водитель
4592894,Sales manager (lead generation)
4643530,Кассир
2316352,Сварщик
4463306,Оператор АЗК
4539777,Медичний представник (онлайн-візитування)
4550072,Бухгалтер
4567106,Mobile application marketing manager
4609419,Комплектувальник інтернет-замовлень
4619231,Комірник у Самбір
4608752,Помічник керівника
4620075,Начальник коммерческого отдела
4630349,Інженер-технолог (хімічні технології)
4630895,Бухгалтер виробництва
4643529,Senior PPC Specialist
3883532,Помічник комірника
4329432,Слюсар-вентиляційник
4206960,Менеджер по работе с клиентами
4599929,Фахівець з бізнес та клієнтської аналітики
4619585,Оператор-адміністратор
3748354,"Конструктор, інженер"
4643527,Водій кат. Е (самоскид)
4418239,"Начальник производства (аграрная сфера, ночная смена)"
4634864,"Продавец в магазин со сладостями в ТЦ ""Республика"""
4594593,Маркетолог
4643526,"Касир, фінансовий аналітик"
4377396,Агроном
4555339,"Продавец на островок со сладостями (ТЦ ""Блокбастер"")"
3867685,Юрисконсульт (международное право)
4631848,"Вантажник (з проживанням, вахта) у Харків"
3939888,"Риэлтор, менеджер по продажам"
4327888,Охоронник (вахта)
4635224,"Продавец на фреш-бар (ТЦ ""Караван"")"
4643525,Golang developer
4241480,Агроном
4643524,Системний адміністратор
4584727,"Интернет-маркетолог, project manager"
4628549,Керівник інтернет-магазину
3580954,Менеджер по продажам
4333814,Прораб
4560460,Медичний представник
4620244,Старший пекар
4365330,Ведущий менеджер по продажам
2711241,Customer support specialist
3958171,Сварщик
4637004,Продавец-консультант
4600797,Account Manager Assistant
3550241,Листоноша
4534991,"Менеджер по продажам (национальные торговые сети, группа ""Фреш"")"
4643521,Провідний фахівець групи постійного контролю (Risk)
4643520,Завхоз
3901377,Керівник відділу внутрішньої комунікації
4643519,Інженер-проєктувальник
3889667,Бухгалтер по роботі з контрагентами
3042610,"Продавець у ""Франс.уа"" (95 Квартал)"
3655939,Оператор call-центра
3777279,"Вантажник (ТРЦ ""Глобал"")"
4344039,"Касир-консультант по роботі з касовим терміналом (супермаркет ""Велика Кишеня"")"
3942945,Пекар
4609582,Монтажник зовнішніх трубопроводів
4165561,Продавець-консультант
2275205,"Web-программист, Junior PHP developer"
4643516,Gerente de cuentas con el idioma español
4601053,"Обвалювальник м'яса гіпермаркету ""Велмарт"""
4504897,Продавец-кассир (Ленинградская площадь)
4604477,Стоматолог дитячий
4643515,Контент-менеджер
3987734,"Бригадир хлібобулочного виробництва гіпермаркету ""Велмарт"""
4176915,"BI Analyst, Power BI developer"
4393434,Продавець-консультант
4567708,Менеджер по обработке заявок
4608317,Касир
4013838,Сушист (Дарниця)
4341434,Водій-охоронник (ГШР)
4579499,Слюсар-ремонтник
4596110,Инженер-технолог
4528307,SEO-специалист
3099999,Менеджер по туризму
4520839,Начальник юридичного відділу
4544353,Оператор call-центра
4632185,"Інженер-механік, гідравлік"
4532278,Водій
4643514,Менеджер з об'єктних продаж
4484654,Менеджер по туризму
4037668,Администратор
3535737,Комірник
3175490,Медсестра (Голосіївський р-н)
3883834,"Логист, менеджер по организации грузоперевозок"
4391998,Оператор 1С
4499763,"Різчик, шліфувальник, полірувальник граніту"
4572260,Топ-менеджер центрального офісу
4600507,"Интернет-маркетолог, менеджер по работе с маркетплейсами"
4619228,Охоронник
4619273,Програміст 1С
3294180,Адміністратор готелю
4524731,Директор роздрібної мережі
